canonical_id,blueprint_id,source_question_number,source_bank,source_usage_count,generated_variant_number,content_state,publication_state,validation_status,question_type,difficulty,normalized_recipe_id,normalized_pattern_id,recipe_title,scenario,stimulus,question_stem,choice_a,choice_b,choice_c,choice_d,choice_e,correct_answer,prediction_text,correct_answer_job,conclusion,support,gap,inference_or_resolution,recipe_tags,trap_a,trap_b,trap_c,trap_d,trap_e,trap_family_a,trap_family_b,trap_family_c,trap_family_d,trap_family_e,explanation_a,explanation_b,explanation_c,explanation_d,explanation_e,diagnostic_eligible,daily_repair_eligible,targeted_drill_eligible,review_eligible,timed_eligible,near_copy_status,near_copy_note,originality_warning,version,version_state
AR_V1_B2_0020,AR_B2_BP_0020,14,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,PR,2,PRINCIPLE_ILLUSTRATE,PAT_PRINCIPLE_ILLUSTRATED,Principle Illustrated,rumor-scrutiny-spread,"As a rule, holding a dubious rumor up to open scrutiny saps its power to persuade. Yet even in a well-informed community, certain rumors are so satisfying to believe that they only spread further the more they are talked over and picked apart. With such rumors the usual dampening effect simply never takes hold.",Which one of the following principles is most clearly illustrated by the statements above?,Communities should sometimes be permitted to suppress talk of especially seductive rumors.,It is sometimes wiser to discuss a rumor openly even though doing so will spread it further.,Not every rumor that people find satisfying to believe turns out to be false.,Part of what makes some rumors satisfying is precisely that they are untrue.,Subjecting a claim to open discussion does not always work to reduce its hold on people.,E,"Since scrutiny usually weakens rumors but sometimes spreads them, open discussion does not always reduce a falsehood's hold.",State the general principle the two observations illustrate together.,Subjecting a claim to open discussion does not always reduce its hold on people.,,,,principle|illustrated|not_always,normative_overreach,normative_advice,irrelevant_distinction,wrong_causal_claim,N/A_correct,Scope Failure,Scope Failure,Scope Failure,Direction Failure,N/A_correct,"Choice A is tempting because it responds to the danger described, but the statements make no recommendation about suppressing anything; they describe what discussion does, so this prescriptive claim is not what they illustrate.","Choice B is tempting because it echoes the spreading effect, but the passage weighs no wisdom of discussing versus not; it simply reports an effect, so it does not illustrate advice about when to discuss.","Choice C is tempting because satisfying rumors are mentioned, but whether such rumors are always false is a distinction the passage does not draw, so this is not the principle being illustrated.","Choice D is tempting because it links satisfaction and falsity, but the passage never says untruth is what makes a rumor satisfying, so it does not capture what the statements illustrate.","Choice E is illustrated by the statements: scrutiny usually weakens a rumor, yet for some rumors discussion spreads them further, so open discussion does not invariably loosen a claim's grip, exactly this principle.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B3_0001,AR_B3_BP_0001,21,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,FL,3,FLAW_DESCRIBE,PAT_NAME_THE_FLAW,Describe the Flaw,blue-dye-sports-drink-ban,"Bright blue dye is often added to sports drinks to make them look more refreshing. But the dye does nothing to improve hydration, and using it heavily pushes the drink's additive load well past what flavor requires. Since taking in too many additives can lead to health problems, it is clear that blue dye should never be put in sports drinks at all.",The reasoning in the argument is most vulnerable to criticism on which one of the following grounds?,"It fails to justify choosing an outright ban over gentler measures, such as limiting how much dye may be used.",It bases a sweeping recommendation on evidence drawn from too small a sample of cases.,It ignores possible drawbacks of the very course of action it recommends.,It assumes without support that a regulator may restrict an ingredient without consumers' consent.,It fails to distinguish health-based reasons for the policy from economic ones.,A,"The harms flow from heavy use, which would justify limiting the dye, not banning it; the argument never rules out that middle option.",Name the flaw: the argument jumps to an outright ban without ruling out gentler measures.,Blue dye should never be added to sports drinks.,"Heavy use raises the additive load past flavor needs, and excess additives can harm health.",Nothing rules out simply capping the amount of dye rather than forbidding it entirely.,,flaw|ignores_moderate_alternative,N/A_correct,sample_size,ignores_recommendation_risk,unsupported_authority,conflates_justifications,N/A_correct,Misdescription,Misdescription,Misdescription,Misdescription,"Choice A names the flaw: the stated harms come from heavy use, which a limit would address, yet the argument leaps to a total ban without showing why the more moderate option will not do.","Choice B is tempting because the conclusion is sweeping, but the argument cites no sample of cases at all; its weakness is skipping moderate options, not relying on a small sample.","Choice C is tempting because it faults the recommendation, but the flaw is not overlooking a downside of banning dye; it is failing to consider a less drastic alternative to a ban.","Choice D is tempting because bans raise consent questions, but the argument makes no claim about who may impose the ban; that issue plays no role in its reasoning.","Choice E is tempting because it names a kind of confusion, but the argument rests only on health considerations; it never mixes in economic reasons, so no such conflation occurs.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B3_0002,AR_B3_BP_0002,32,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,FL,2,FLAW_DESCRIBE,PAT_NAME_THE_FLAW,Describe the Flaw,shopping-habits-priorities,"Mara usually shops at the farmers' market, because getting the freshest produce is what matters most to her. So, since Devin usually shops at the corner store, clearly getting things conveniently is what matters most to him. After all, each of them shops where they do week in and week out.",The reasoning in the argument is most vulnerable to criticism on the grounds that the argument,treats what is merely a difference of degree as though it were a difference in kind,treats an explanation that fits one person's habit as automatically explaining another person's quite different habit,"concludes that because a group has a certain property, each of its members has that property",mistakes a lack of evidence telling against a claim for positive support in its favor,reasons from an effect a choice produces to the conclusion that the choice was meant to produce it,B,That freshness explains Mara's habit gives no reason that a parallel explanation fits Devin's very different habit.,Name the flaw: it carries an explanation that fits one person over to another on a single instance.,Convenience is what matters most to Devin.,"Devin usually shops at the corner store, and Mara's market habit is explained by her priority on freshness.",Devin could shop at the corner store for many reasons other than valuing convenience most.,,flaw|overgeneralized_explanation,degree_kind,N/A_correct,composition,absence_of_evidence,effect_intent,Misdescription,N/A_correct,Misdescription,Misdescription,Misdescription,"Choice A is tempting because two shoppers are compared, but the argument never grades anything along a scale; it wrongly transfers an explanation, so no degree-versus-kind confusion is present.","Choice B names the flaw: from freshness explaining Mara's choice, the argument simply assumes a matching motive explains Devin's unrelated choice, generalizing an explanation from a single case.","Choice C is tempting because it names a real error, but the argument reasons from one individual to another, not from a whole group down to its members, so this misdescribes the move.","Choice D is tempting because it sounds like a familiar flaw, but the argument offers a positive (if unsupported) inference about Devin's motive, not an appeal to missing evidence.","Choice E is tempting because motives are discussed, but the argument does not reason from an effect back to an intention; it transfers an explanation between two people, so this does not fit.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B3_0003,AR_B3_BP_0003,35,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,FL,3,FLAW_DESCRIBE,PAT_NAME_THE_FLAW,Describe the Flaw,sensitive-skin-sun-advice,Dr. Reyes: My colleague advises people with easily burned skin to stay out of the midday sun. That advice is plainly mistaken. Far more sensible would be to thin out the ozone-depleting pollutants overhead than to have such people spend their days hiding indoors. Surely that broader remedy is the more sensible course to take.,Dr. Reyes's reasoning is questionable in that it,rejects a claim by going after the person who makes it instead of what the claim actually says,concludes that what is best for each individual must therefore be best for the group as a whole,treats guidance about what individuals should do as though it were a proposal about public policy,assumes without warrant that only those with easily burned skin have reason to limit sun exposure,"takes for granted the very point in dispute, that reducing the pollutants overhead is achievable",C,Advice about what an individual should do is not refuted by noting a society-wide measure would be preferable.,Name the flaw: it answers personal guidance with a large-scale policy proposal.,The colleague's advice is mistaken.,It would be better to reduce ozone-depleting pollutants than to stay indoors.,A better public remedy does not show the personal advice is wrong for the individual now.,,flaw|individual_vs_policy,ad_hominem,individual_to_group,N/A_correct,unsupported_scope,begs_question,Misdescription,Misdescription,N/A_correct,Misdescription,Misdescription,"Choice A is tempting because a colleague is contradicted, but Reyes disputes the advice itself, offering a competing remedy; no attack on the colleague's character or standing is made.","Choice B is tempting because individuals and a wider public both appear, but the argument moves the other way, from a public remedy to individual advice, so this description is backward.","Choice C names the flaw: the colleague gave advice to individuals, and Reyes answers it with a society-wide pollution measure, as if refuting a policy proposal, which the advice never was.","Choice D is tempting because the advice targets a specific group, but Reyes's error is not an assumption about who else should limit sun; it is answering personal advice with a policy fix.","Choice E is tempting because the pollution remedy is asserted, but the flaw does not depend on whether that remedy is feasible; even a feasible public fix would not refute advice to individuals.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B3_0004,AR_B3_BP_0004,46,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,FL,3,FLAW_DESCRIBE,PAT_NAME_THE_FLAW,Describe the Flaw,all-nighter-exam-inference,"Editorial: Students who pull an all-nighter before an exam are very likely to do poorly on it the next morning. Priya did poorly on yesterday morning's exam. So Priya very likely pulled an all-nighter the night before. Plenty of students do exactly that during exam week, trading sleep for a few extra hours of review. Her low score, the editorial insists, points squarely to the same choice.",Which one of the following most accurately describes a flaw in the editorial's reasoning?,It fails to consider that a particular member of a group may be unrepresentative of that group.,It treats a condition that would be enough to secure the conclusion as one the conclusion positively requires.,It confuses a consistent association between two things with one of them always causing the other.,It treats the fact that all-nighters make a poor score likely as showing that a poor score makes an all-nighter likely.,It dismisses a position by going after someone who holds it instead of engaging the position.,D,That all-nighters make poor scores likely does not make an all-nighter likely given a poor score; many other causes produce poor scores.,Name the flaw: it reverses the direction of a likelihood claim.,Priya very likely pulled an all-nighter.,"All-nighters make a poor next-morning score very likely, and Priya scored poorly.","Poor scores can arise from many causes, so a poor score does not make an all-nighter likely.",,flaw|probabilistic_conversion,unrepresentative_member,sufficient_necessary,assoc_causation,N/A_correct,ad_hominem,Misdescription,Misdescription,Misdescription,N/A_correct,Misdescription,"Choice A is tempting because Priya is a single case, but the error is not treating her as typical; it is inferring the cause from the effect against the stated direction of likelihood.","Choice B is tempting because conditions are in play, but the argument confuses the direction of a likelihood claim, not the roles of sufficient and necessary conditions.","Choice C is tempting because causation is discussed, but the premise is already causal and probabilistic; the flaw is running that probability backward, not mistaking association for cause.","Choice D names the flaw: the premise runs from all-nighters to a likely poor score, and the argument reverses it, treating a poor score as making an all-nighter likely, ignoring the many other causes of poor scores.","Choice E is tempting because it names a familiar flaw, but the editorial attacks no one; it draws a faulty inference about Priya, so an ad hominem charge does not fit.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B3_0005,AR_B3_BP_0005,49,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,FL,3,FLAW_DESCRIBE,PAT_NAME_THE_FLAW,Describe the Flaw,orchard-pesticide-pollinators,"When orchards are sprayed with a certain pesticide, the number of pollinator species visiting them drops by an average of twenty percent. So if the Hollowbrook orchard is sprayed with that pesticide, some pollinator species will surely stop visiting it. That result, the argument holds, is all but certain for this one particular orchard.",The argument is most vulnerable to criticism on which one of the following grounds?,It ignores the possibility that other factors might offset the decline at a particular sprayed orchard.,It fails to allow that the total count could stay steady even as particular species stop visiting.,It ignores that some pollinator species might stop visiting Hollowbrook even if it is never sprayed.,It assumes the orchards studied were alike in the pollinator species that visited them.,It overlooks that visiting species could fall an average of twenty percent across sprayed orchards even if some sprayed orchards lose none.,E,"A twenty-percent average can come from big drops at some orchards and none at others, so Hollowbrook could lose none.",Name the flaw: an average decline across many orchards need not occur at any particular orchard.,Some pollinator species will stop visiting Hollowbrook if it is sprayed.,Spraying lowers visiting pollinator species by an average of twenty percent.,An average across orchards does not fix what happens at this single orchard.,,flaw|average_to_instance,offsetting_factors,total_vs_particular,baseline_change,homogeneity,N/A_correct,Misdescription,Misdescription,Misdescription,Misdescription,N/A_correct,"Choice A is tempting because it concerns a single orchard, but the flaw is not about counteracting factors; it is that an average drop need not appear at any one orchard at all.","Choice B is tempting because it separates totals from particulars, but the conclusion is precisely that some species stop, and the flaw is reading a cross-orchard average onto one orchard.","Choice C is tempting because it raises an alternative, but the conclusion is about the effect of spraying; the flaw lies in applying an average to one case, not in ignoring background change.","Choice D is tempting because it questions the study group, but the argument needs no such uniformity; its error is moving from an average to a guaranteed effect at one orchard.","Choice E names the flaw: a twenty-percent average is consistent with some orchards losing no species, so it does not guarantee that Hollowbrook in particular will lose any.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B3_0006,AR_B3_BP_0006,65,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,FL,3,FLAW_DESCRIBE,PAT_NAME_THE_FLAW,Describe the Flaw,athletic-director-drop-sports,"Coach: The new athletic director argues that we should drop any sport that fails to fill its stands, reasoning that a team is a product, fans are its customers, and any business must meet customer demand. But running a team is not like selling a product. So the director is wrong that we should keep only the sports that fill their stands.",The coach's argument is most vulnerable to the criticism that it,concludes that the director's position is mistaken merely because one argument the director gives for it is inadequate,appeals to what is popularly believed in order to support its own conclusion,treats two things that are merely analogous as though they were identical,defends a position without showing that the argument against that position fails,improperly attacks the character of the athletic director rather than the director's reasoning,A,"Even if the director's product analogy fails, that does not establish that the director's conclusion is false.",Name the flaw: it treats a weak argument for a view as showing the view itself is false.,The director is wrong that only stand-filling sports should be kept.,"Running a team is not like selling a product, so the director's analogy fails.",A flawed argument for a claim leaves open whether the claim is nonetheless true.,,flaw|reject_view_because_argument_fails,N/A_correct,popular_opinion,analogy_identity,ignores_counter,ad_hominem,N/A_correct,Misdescription,Misdescription,Misdescription,Misdescription,"Choice A names the flaw: the coach shows only that the product analogy is weak, then treats the director's conclusion as false, when a weak argument for a claim does not show the claim is wrong.","Choice B is tempting because crowds are in view, but the coach cites no popular belief as support; the reasoning turns on rejecting the analogy, so this does not describe it.","Choice C is tempting because an analogy is central, but that is the charge the coach levels at the director; the coach's own error is inferring the view is false from the analogy's weakness.","Choice D is tempting because the coach defends a stance, but the coach does engage the director's argument; the flaw is the leap from that argument's failure to the falsity of its conclusion.","Choice E is tempting because the director is opposed, but the coach addresses the reasoning, not the director's character, so no personal attack occurs.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B3_0007,AR_B3_BP_0007,81,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,RC,3,ROLE_OF_CITED_CLAIM,PAT_IDENTIFY_STATEMENT_ROLE,Role of a Cited Claim,medieval-blacksmiths-output,"Historian: Medieval village blacksmiths are often pictured as devoting themselves chiefly to making swords and armor. In truth, most of what they produced was everyday hardware, such as nails, hinges, and farm tools. Weapon commissions were rare and irregular, and few village smiths could have stayed in business on such work alone. Most of a smith's day, in fact, went to mending and forging the plain fittings a village needed.",The claim that medieval village blacksmiths are often pictured as devoting themselves chiefly to weapons plays which one of the following roles in the argument?,It is a premise offered in support of the historian's overall conclusion.,It states a widely held view that the historian then argues against.,It clarifies the meaning of one of the premises the historian relies on.,It is an objection the historian raises against a competing historical theory.,It is the overall conclusion that the historian's argument is designed to establish.,B,It is the popular view the historian sets out to correct with the everyday-hardware evidence.,Identify the role of the 'often pictured as weapon-makers' claim.,"Most of what village blacksmiths produced was everyday hardware, not weapons.",Weapon commissions were rare and irregular; few smiths could survive on them.,,,role|claim_to_be_refuted,premise_support,N/A_correct,clarifies_premise,objection_to_rival,is_conclusion,Role Failure,N/A_correct,Role Failure,Role Failure,Role Failure,"Choice A is tempting because it opens the passage, but the historian argues against this picture rather than leaning on it, so it does not support the conclusion; it is the target.",Choice B captures the role: the common picture of smiths as weapon-makers is set up precisely so the historian can correct it with evidence that everyday hardware was the bulk of their work.,"Choice C is tempting because it precedes the evidence, but it does not explain a premise; it is the mistaken view the evidence is marshaled to overturn.","Choice D is tempting because opposing views are in play, but the claim is not an objection the historian raises; it is the popular impression the historian himself rejects.","Choice E is tempting because it is a prominent claim, but the historian denies it; the conclusion is that everyday hardware, not weapons, made up most of the smiths' output.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B3_0008,AR_B3_BP_0008,84,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,RC,3,ROLE_OF_CITED_CLAIM,PAT_IDENTIFY_STATEMENT_ROLE,Role of a Cited Claim,public-leaderboard-performance,"Consultants say that ranking employees on a public leaderboard is meant to lift everyone's performance by holding all to the same visible standard. In reality the practice backfires. It pushes staff to chase the posted metric rather than do the work well, and it breeds resentment toward whoever sits at the top. In practice the ranking shapes how people behave far more than it lifts how they perform.",The claim that public leaderboards are meant to lift everyone's performance plays which one of the following roles in the argument?,It is a claim the argument sets out to refute outright as simply false.,It is put forward to back a claim the argument then declares untrue.,It presents a rationale people sometimes give for a practice the argument then goes on to call harmful.,It describes a phenomenon that the argument says is far less damaging than people assume.,It gives an example of something whose effects differ entirely from what everyone assumes.,C,It is the stated rationale for a practice the argument goes on to call harmful.,Identify the role of the 'meant to lift performance' claim.,Public leaderboards backfire and do harm.,They push staff to chase the metric and breed resentment toward top performers.,,,role|justification_for_criticized_practice,refute_outright,evidence_for_false,N/A_correct,less_damaging,unexpected_effects,Role Failure,Role Failure,N/A_correct,Role Failure,Role Failure,"Choice A is tempting because the argument opposes the practice, but it does not deny that lifting performance is the stated aim; it grants that aim and argues the practice fails to serve it.","Choice B is tempting because it names a claim's function, but the rationale is not evidence for anything; it is the justification given for a practice the argument judges harmful.","Choice C captures the role: the stated purpose of lifting performance is the rationale for leaderboards, and the argument concedes it only to conclude that the practice actually does harm.","Choice D is tempting because harm is central, but the claim states a purpose, not a phenomenon the argument downplays; the argument stresses the harm, not its mildness.","Choice E is tempting because outcomes defy the stated aim, but the claim is the aim itself, not an example whose effects the argument contrasts with universal assumption.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B3_0009,AR_B3_BP_0009,42,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,MSS,3,MOST_STRONGLY_SUPPORTED,PAT_BEST_SUPPORTED_CLAIM,Most Strongly Supported Inference,neighborhood-bake-off,"Neighborhood bake-offs can never really achieve their headline goal of crowning the single best baker, since taste is a matter of preference and many superb home bakers never enter. Even so, these contests draw neighbors together and spark fresh interest in baking, and sustaining that interest is something a community needs if the craft is to stay alive. That second benefit is a real and lasting one.",Which one of the following is most strongly supported by the statements above?,Keeping the craft of baking alive in a community requires holding neighborhood bake-offs.,Some matters of personal preference get in the way of keeping a craft alive in a community.,A bake-off limited to the bakers who never enter the usual contests would not help keep the craft alive.,The headline purpose of neighborhood bake-offs is not the strongest reason for holding them.,Neighborhood bake-offs are worth holding only if they succeed in crowning the best baker.,D,"Since the headline goal is unreachable but a different benefit is real and valued, that headline goal is not the best reason to hold bake-offs.",Draw the claim best supported by the contrast between the unreachable headline goal and the real benefit.,The headline purpose of bake-offs is not the strongest reason for holding them.,,,,most_strongly_supported|purpose_vs_value,overstated_requirement,misapplied_preference,invented_case,N/A_correct,reversed_condition,Scope Failure,Scope Failure,Scope Failure,N/A_correct,Direction Failure,"Choice A is tempting because bake-offs are said to help sustain interest, but the passage never says they are required; other things could sustain it, so this overstates the support.","Choice B is tempting because preference and craft survival both appear, but preference is said only to block fair judging, not to hinder keeping the craft alive, so the link is unsupported.","Choice C is tempting because non-entrants are mentioned, but the passage says nothing about a special contest for them, so no conclusion about such a contest is supported.","Choice D is best supported: the headline goal of crowning the best baker cannot be met, yet the contests deliver a real and valued benefit, so that unreachable goal is not the best reason to hold them.","Choice E is tempting because it echoes the headline goal, but the passage points the other way: the contests are valued for a different reason, so their worth does not hinge on crowning the best baker.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B3_0010,AR_B3_BP_0010,58,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,MSS,3,MOST_STRONGLY_SUPPORTED,PAT_BEST_COMPLETION,Most Strongly Supported Inference,bog-pollen-past-climate,"Botanists found pollen from several plant species sealed in a peat layer of a lowland bog, a layer dated to about three thousand years ago. Those species no longer grow anywhere near the bog, but they flourish today a day's walk away in a wetter stretch of highland. So the land around the bog was probably wetter three thousand years ago than it is now, since ______.",The conclusion of the argument is most strongly supported if which one of the following completes the passage?,the wetter highland where the species now grow is also somewhat cooler than the bog,those plant species did not grow near the bog at any time much earlier than three thousand years ago,those plant species grow only in lowland areas and never at higher elevations,fewer plant species grow near the bog today than grew there three thousand years ago,the plant species whose pollen was found can grow only within a narrow band of moisture conditions,E,"If the species grow only where it is wet, their pollen at the bog 3,000 years ago shows the bog was wet then.",Complete the passage so the past presence of the species implies past wetness.,The land around the bog was probably wetter three thousand years ago.,,,,most_strongly_supported|completion|indicator_species,extra_dimension,timing_irrelevant,wrong_dimension,count_irrelevant,N/A_correct,Scope Failure,Scope Failure,Direction Failure,Scope Failure,N/A_correct,"Choice A is tempting because it describes the highland, but a difference in temperature does not connect the species' past presence at the bog to past wetness, which is what the conclusion needs.","Choice B is tempting because it fixes a date, but ruling out earlier growth does nothing to show that their presence three thousand years ago indicates the bog was wet then.","Choice C is tempting because it restricts where the species grow, but it points to elevation rather than moisture and even conflicts with their thriving in the highland, so it cannot support a wetness conclusion.","Choice D is tempting because it compares then and now, but a change in the number of species says nothing about whether the past climate was wetter, so it leaves the conclusion unsupported.","Choice E best completes the argument: if those species can grow only where moisture falls in a narrow band, then their presence at the bog three thousand years ago shows the bog then supplied that moisture, so it was wetter.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B3_0011,AR_B3_BP_0011,77,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,MSS,2,MOST_STRONGLY_SUPPORTED,PAT_BEST_COMPLETION,Most Strongly Supported Inference,password-key-analogy,"The relationship between a password and the online accounts it lets a person reach is much like the relationship between a key and the doors it opens for whoever holds it. A key, however, is worthless in a building that happens to have no locked doors at all. So, reasoning in the very same way, it follows that ______.",Which one of the following most logically completes the argument?,a password is worthless in a system where nothing at all is kept locked,a password is no more useful than the key it is being compared with,any key that succeeds in opening a door has value,a password should be thought of as a kind of key rather than as a secret,a password's value comes entirely from the accounts it lets a person reach,A,"As a key is worthless without locked doors, a password is worthless where nothing is kept locked.",Complete the analogy the way the key case licenses.,A password is worthless in a system where nothing is kept locked.,,,,most_strongly_supported|completion|analogy,N/A_correct,relative_worth,converse_about_key,reclassify,source_of_value,N/A_correct,Scope Failure,Direction Failure,Scope Failure,Scope Failure,"Choice A best completes the argument: the analogy carries the point about keys straight over, so just as a key is worthless without locked doors, a password is worthless where nothing is locked.","Choice B is tempting because it echoes the comparison, but the argument draws a conclusion about when a password is worthless, not a ranking of how useful passwords and keys are.","Choice C is tempting because it concerns keys, but it makes a claim about keys that open doors, the reverse of the worthless-without-doors point the argument extends to passwords.","Choice D is tempting because passwords and keys are likened, but the passage uses the likeness to draw a conclusion about worth, not to reclassify what a password is.","Choice E is tempting because it sounds sensible, but the argument's parallel yields a claim about worthlessness where nothing is locked, not a claim about where a password's value comes from.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B3_0012,AR_B3_BP_0012,24,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,PR,3,PRINCIPLE_APPLY,PAT_PRINCIPLE_APPLIED,Principle Applied to a Case,journal-rebuttal-principle,"Principle: A researcher whose study appeared in a journal may publish a rebuttal in that same journal to a harsh review of the study, provided either that the review appeared in that journal too, or that it appeared in a different journal and misrepresented the study. Application: Okonkwo ought to be permitted to run a rebuttal in Coastal Ecology answering Vance's review, which harshly criticized Okonkwo's study.","Which one of the following, if true, justifies the above application of the principle?",Okonkwo's study appeared in Coastal Ecology as well as in several other journals.,Both Okonkwo's study and Vance's review appeared in Coastal Ecology.,Vance's review appeared in Coastal Ecology as well as in several other journals.,"Okonkwo's study appeared only in Coastal Ecology, while Vance's review ran in many other journals.",Vance's review appeared in Coastal Ecology and was unfair to Okonkwo's study.,B,"If both the study and the review appeared in Coastal Ecology, the first branch is met and the rebuttal there is licensed.",Supply the fact that makes one branch of the principle apply to Okonkwo's case.,Okonkwo should be allowed to rebut Vance's review in Coastal Ecology.,,,,principle|apply|condition_matching,silent_on_review,N/A_correct,silent_on_study,wrong_branch,irrelevant_unfairness,Scope Failure,N/A_correct,Scope Failure,Direction Failure,Scope Failure,"Choice A is tempting because it places the study in Coastal Ecology, but it says nothing about where the review ran, so neither branch of the principle is shown to be satisfied.","Choice B justifies the application: the study ran in Coastal Ecology, so a rebuttal there is the right venue, and the review also ran there, satisfying the first branch of the principle.","Choice C is tempting because it puts the review in Coastal Ecology, but it does not establish that the study appeared there, so it is not shown that Coastal Ecology is the journal in which Okonkwo may rebut.","Choice D is tempting because the study is placed in Coastal Ecology, but with the review only elsewhere the first branch fails, and nothing says the review misrepresented the study, so the second branch is unmet.","Choice E is tempting because it adds unfairness, but misrepresentation matters only for reviews in a different journal, and this choice still does not establish that the study itself appeared in Coastal Ecology.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B3_0013,AR_B3_BP_0013,29,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,PR,3,PRINCIPLE_JUSTIFY,PAT_PRINCIPLE_SUPPORTS_REASONING,Principle that Justifies the Reasoning,idle-data-center-efficiency,"A sprawling new data center was built to meet the strictest energy-efficiency codes any facility has ever satisfied, consuming enormous quantities of steel, concrete, and power in the process. Yet it now sits nearly idle, its servers rarely called upon. So it is, in the end, no real triumph of energy efficiency after all.","Which one of the following principles, if valid, most helps to justify the reasoning in the argument?",Achieving energy efficiency is no harder in a data center than in other kinds of buildings.,A backup facility ought to meet the same efficiency codes as the primary one it supports.,Devoting resources to build capacity that the market leaves unused undercuts a project's claim to energy efficiency.,"To limit financial risk, very large facilities should not be built during economic downturns.",The energy a building uses while operating matters more than the energy used to construct it.,C,"If building capacity the market leaves unused undercuts an efficiency claim, then an idle center is no efficiency triumph.",Supply the principle linking unused capacity to a failed claim of efficiency.,The data center is no real triumph of energy efficiency.,It meets strict codes but sits nearly idle after consuming enormous resources.,"A principle is needed tying wasted, unused capacity to the failure of an efficiency claim.",,principle|justify|wasted_capacity,comparability,standards_parity,N/A_correct,risk_timing,operate_vs_build,Scope Failure,Scope Failure,N/A_correct,Scope Failure,Direction Failure,"Choice A is tempting because it concerns efficiency, but a claim that efficiency is equally hard across buildings gives no reason to deny that this idle center is efficient, so it does not justify the reasoning.","Choice B is tempting because standards are at issue, but a rule about matching codes across facilities does nothing to connect the center's idleness to a failed efficiency claim.","Choice C justifies the reasoning: the argument's sole ground is that the center was built at great cost yet goes unused, and this principle makes exactly that a reason to deny it is a triumph of efficiency.","Choice D is tempting because it counsels caution about big projects, but timing and financial risk are not the argument's ground, which is wasted capacity, so this principle does not support it.","Choice E is tempting because it weighs kinds of energy, but if operating energy mattered most, an idle center would look efficient, which cuts against the conclusion rather than supporting it.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
